LAT,LON,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
-36.875,-76.875,0.0222984,0.0278017,0.0246774,0.000291667,0.0637097,0.150625,0.0342339,0.0664516,0.00391667,0.0109677,0.0139167,0.0666936
-36.875,-76.625,0.0597984,0.0338362,0.0343952,0.000166667,0.0679436,0.17825,0.0246774,0.0734274,0.00408333,0.00758064,0.0229167,0.0396774
-36.875,-76.375,0.0566129,0.0390948,0.0365323,0.00241667,0.0758871,0.1835,0.0241129,0.0714516,0.00445833,0.0112097,0.04425,0.0350403
-36.875,-76.125,0.045,0.0390517,0.0297581,0.00270833,0.0729839,0.198375,0.0216532,0.100363,0.00470833,0.0150403,0.0310833,0.0365726
-36.875,-75.875,0.0184677,0.0550431,0.0343145,0.0065,0.0678226,0.221083,0.0131452,0.101895,0.007375,0.0106452,0.040875,0.0410887
-36.875,-75.625,0.0154839,0.0549569,0.0394758,0.0110833,0.0668952,0.223333,0.00846774,0.0822984,0.00695833,0.00995968,0.0430833,0.035121
-36.875,-75.375,0.00612903,0.05,0.040121,0.0114167,0.0508065,0.263542,0.00189516,0.0710081,0.005375,0.00673387,0.0256667,0.0315726
-36.875,-75.125,0.00895161,0.0413362,0.0469355,0.00958333,0.0424597,0.301542,0.00125,0.0586694,0.00458333,0.0154435,0.0245417,0.034879
-36.875,-74.875,0.00830645,0.0349138,0.0489919,0.0157917,0.0574597,0.322708,0.00487903,0.0445161,0.00391667,0.0120565,0.024,0.139315
-36.875,-74.625,0.00721774,0.0382328,0.0450807,0.0144583,0.0853629,0.397333,0.0139919,0.0547984,0.00645833,0.0110081,0.0265,0.132581
-36.875,-74.375,0.00512097,0.0455172,0.0520564,0.0119583,0.0947581,0.441792,0.0139919,0.0891936,0.00808333,0.0152823,0.0264583,0.13625
-36.875,-74.125,0.00564516,0.0397414,0.0403226,0.010625,0.0827016,0.339292,0.0133871,0.104516,0.004125,0.0208871,0.02875,0.0831452
-36.875,-73.875,0.0249195,0.0557161,0.00970994,0.00672156,0.138288,0.28707,0.0551671,0.15427,0.0282741,0.0618267,0.0612774,0.0937866
-36.875,-73.625,0.0126438,0.0501584,0.0119046,0.00585253,0.128711,0.253289,0.0503904,0.12831,0.0273965,0.0575768,0.0578433,0.0910455
-36.875,-73.375,0.013111,0.0856417,0.0157789,0.0182735,0.178809,0.348745,0.086704,0.133866,0.0338827,0.0534367,0.053017,0.111904
-36.875,-73.125,0.00919678,0.0660116,0.00747764,0.00386321,0.164188,0.42982,0.0806155,0.121589,0.0300082,0.0468901,0.0503163,0.0950057
-36.875,-72.875,0.00767545,0.0880655,0.0052171,0.0089187,0.217266,0.328526,0.0686833,0.127706,0.0344813,0.0422316,0.0774011,0.106697
-36.875,-72.625,0.00973213,0.102163,0.00413391,0.0093402,0.194823,0.356961,0.0655503,0.149267,0.0392401,0.0471353,0.091218,0.190749
-36.875,-72.375,0.00758666,0.110117,0.00442694,0.00832572,0.249263,0.353197,0.063693,0.196972,0.0429709,0.0622231,0.103233,0.181363
-36.875,-72.125,0.0109468,0.120441,0.00638006,0.0103925,0.24581,0.411577,0.0659287,0.298493,0.0402827,0.0560277,0.110846,0.180255
-36.875,-71.875,0.00645985,0.124626,0.00746217,0.0341112,0.289391,0.434442,0.0860456,0.313165,0.0773805,0.0925211,0.0902941,0.204361
-36.875,-71.625,0.00466924,0.153451,0.0084721,0.0334848,0.350164,0.451871,0.12355,0.282644,0.0659972,0.0954852,0.109741,0.275347
-36.875,-71.375,0.0103632,0.20117,0.00940348,0.043874,0.51283,0.436013,0.124201,0.285366,0.152925,0.397415,0.29499,0.844513
-36.875,-71.125,0.00662222,0.132603,0.00659099,0.0255818,0.379673,0.313664,0.0979837,0.244447,0.0593675,0.117203,0.0578677,0.389822
-36.875,-70.875,0.0147923,0.0513104,0.00439453,0.0128757,0.231046,0.168432,0.0755292,0.167696,0.0357529,0.0523584,0.018418,0.123394
-36.875,-70.625,0.0311703,0.0321325,0.00272859,0.0130857,0.190772,0.139047,0.0880831,0.134018,0.0403491,0.0342844,0.0263612,0.0858291
-36.875,-70.375,0.0306053,0.0402642,0.00163765,0.00940825,0.197704,0.127783,0.0784026,0.131605,0.0279816,0.0439311,0.0217657,0.0647983
-36.875,-70.125,0.0158974,0.0581847,0.00118815,0.00621526,0.146819,0.122068,0.0721561,0.113179,0.0308011,0.0573614,0.0147793,0.0503326
-36.875,-69.875,0.017961,0.0263858,0,0.00288134,0.0673104,0.0492849,0.0350559,0.0577156,0.0146986,0.0231928,0.0226267,0.00831897
-36.875,-69.625,0.0295961,0.0178968,0.00916523,0,0.0735046,0.0399792,0.0310588,0.0678221,0.0312942,0.0117264,0.0183323,0.0110978
-36.875,-69.375,0.0491985,0.0140624,0.022113,0.000287459,0.0583131,0.035875,0.0271999,0.0684635,0.0149803,0.0178608,0.0176868,0.0105079
-36.875,-69.125,0.0326608,0.013516,0.00386396,0.00141859,0.0506875,0.0238073,0.0272418,0.0447417,0.0137484,0.0469217,0.028645,0.00561082
-36.875,-68.875,0.0334387,0.0263989,0.001977,0.0154937,0.0220186,0.0251391,0.0321799,0.0358026,0.0115187,0.045663,0.0534938,0.00294202
-36.875,-68.625,0.0407289,0.0939226,0.0643564,0.0231153,0.0215492,0.0245565,0.0181575,0.0379586,0.0115235,0.0618353,0.0503089,0.000975109
-36.875,-68.375,0.0711939,0.0840141,0.0244511,0.0221539,0.0214255,0.0245661,0.014678,0.0364024,0.0132405,0.074855,0.0318946,0.00091506
-36.875,-68.125,0.0731795,0.063414,0.0178274,0.0221484,0.0205271,0.0203882,0.0103961,0.0270221,0.017814,0.0853049,0.0724839,0.00211197
-36.875,-67.875,0.0740262,0.101513,0.0453039,0.00709121,0.0224629,0.00645276,0.00796289,0.0136183,0.00576191,0.13928,0.0741437,0.0270546
-36.875,-67.625,0.100403,0.214011,0.055941,0.0090673,0.0235202,0.00509229,0.00507146,0.0105157,0.00607317,0.146572,0.0628455,0.0118295
-36.875,-67.375,0.112788,0.0848771,0.0543041,0.00827102,0.0113112,0.00359294,0.00282521,0.00998532,0.00464181,0.132135,0.0899429,0.0128713
-36.875,-67.125,0.134933,0.0924763,0.0276014,0.00399371,0.00790333,0.00198725,0.000912778,0.022664,0.00538343,0.167835,0.100739,0.0408653
-36.875,-66.875,0.131365,0.25814,0.0160035,0.0107252,0.0284931,0.00748512,0,0.0735625,0.00581753,0.186855,0.0849499,0.0927088
-36.875,-66.625,0.114984,0.2384,0.043205,0.0122665,0.0222847,0.000533526,0.00183063,0.0911396,0.0080907,0.200929,0.128738,0.0968954
-36.875,-66.375,0.114659,0.200293,0.0406612,0.0146157,0.0117145,0.00585422,0.00425012,0.0932007,0.00470935,0.218694,0.129287,0.113499
-36.875,-66.125,0.138271,0.134385,0.0162627,0.0133683,0.0200034,0.0100338,0.00148078,0.155481,0.0038991,0.239582,0.106705,0.110408
-36.875,-65.875,0.130618,0.195139,0.0689255,0.0326781,0.0342791,0.00438729,0.000408358,0.150446,0.0498431,0.216624,0.110763,0.113762
-36.875,-65.625,0.165329,0.204618,0.10448,0.0390393,0.0184323,0.00455232,0.000644054,0.16175,0.0379145,0.190859,0.103653,0.109834
-36.875,-65.375,0.175071,0.2582,0.111777,0.0468199,0.0159358,0.00429714,0.000320881,0.19565,0.00447817,0.190167,0.0963299,0.12338
-36.875,-65.125,0.138961,0.20555,0.145752,0.0553683,0.01536,0.00301125,0.000573791,0.202277,0.00361733,0.242675,0.121567,0.121011
-36.875,-64.875,0.150803,0.205885,0.135711,0.0517336,0.0170292,0.00404084,0.000530614,0.232877,0.00599843,0.294267,0.160276,0.117779
-36.875,-64.625,0.143266,0.201718,0.140376,0.0512024,0.0109142,0.00342766,5.07E-05,0.291817,0.00848432,0.34041,0.163115,0.165482
-36.875,-64.375,0.117477,0.193507,0.145232,0.0491179,0.00622052,0.00298608,3.58E-05,0.296669,0.00986727,0.32231,0.146265,0.207495
-36.875,-64.125,0.110751,0.182461,0.150907,0.0439289,0.00769223,0.00348514,3.71E-05,0.251111,0.0100294,0.30107,0.148077,0.23516
-36.875,-63.875,0.1282,0.224765,0.14914,0.0809214,0.0330233,0.00761968,0,0.163642,0.0149021,0.275207,0.191893,0.208578
-36.875,-63.625,0.141654,0.234911,0.155502,0.0859336,0.0336128,0.0067443,1.98E-05,0.160323,0.0260274,0.2907,0.179127,0.220992
-36.875,-63.375,0.134938,0.234375,0.162305,0.0747848,0.0637193,0.00508314,0,0.128399,0.0280557,0.288024,0.18198,0.328117
-36.875,-63.125,0.128907,0.213538,0.184243,0.0618529,0.0742896,0.00231803,0,0.153045,0.0441833,0.284126,0.183716,0.36608
-36.875,-62.875,0.141833,0.215735,0.198738,0.0825424,0.0779125,0,0.000986171,0.188616,0.0549561,0.308006,0.234739,0.260421
-36.875,-62.625,0.162382,0.202139,0.237756,0.0972946,0.092739,0.000438418,0.00157136,0.1996,0.0567043,0.299197,0.237239,0.278962
-36.875,-62.375,0.180941,0.189068,0.273738,0.0684725,0.114441,0.000176157,0.00176675,0.19517,0.0565612,0.277136,0.250408,0.270884
-36.875,-62.125,0.163141,0.182462,0.240334,0.0851738,0.175009,0.00204714,0.00245755,0.206322,0.064126,0.248867,0.26701,0.265483
-36.875,-61.875,0.139917,0.163426,0.208849,0.0763261,0.257694,0.00371931,0.00421806,0.241931,0.143871,0.245103,0.251944,0.288326
-36.875,-61.625,0.169626,0.175314,0.201138,0.0779011,0.329341,0.00716019,0.00426982,0.26553,0.15415,0.226443,0.240053,0.292849
-36.875,-61.375,0.178797,0.159587,0.224317,0.0717814,0.368661,0.00575643,0.00408607,0.374678,0.152118,0.24549,0.249352,0.280904
-36.875,-61.125,0.204901,0.166699,0.218479,0.0980152,0.368168,0.00842024,0.00359265,0.326461,0.121263,0.24332,0.257339,0.336173
-36.875,-60.875,0.209392,0.201712,0.236564,0.0695105,0.319007,0.0111271,0.0033973,0.340107,0.103949,0.218702,0.210337,0.334993
-36.875,-60.625,0.191523,0.206334,0.229934,0.0689067,0.362222,0.0125867,0.00320791,0.372121,0.099735,0.218009,0.196712,0.339652
-36.875,-60.375,0.215946,0.203793,0.200584,0.0681353,0.360803,0.0148575,0.00315116,0.357707,0.0919627,0.20657,0.190135,0.32631
-36.875,-60.125,0.21738,0.196298,0.1858,0.06134,0.294309,0.0178784,0.00357037,0.344935,0.0910673,0.197595,0.18999,0.327401
-36.875,-59.875,0.232595,0.154939,0.176973,0.0645147,0.256428,0.0236469,0.00692902,0.349537,0.129897,0.15097,0.142126,0.28154
-36.875,-59.625,0.243411,0.142045,0.180286,0.0664186,0.218185,0.0261847,0.00317288,0.322517,0.145027,0.125929,0.132316,0.328918
-36.875,-59.375,0.205448,0.141739,0.173349,0.0676063,0.179397,0.0319004,0.0110155,0.31654,0.192507,0.128737,0.132366,0.317148
-36.875,-59.125,0.168766,0.13441,0.164676,0.06926,0.16515,0.0321954,0.0122365,0.326728,0.175883,0.155947,0.128348,0.301213
-36.875,-58.875,0.128716,0.148296,0.177861,0.0629747,0.143042,0.0263319,0.0101296,0.317318,0.17837,0.137131,0.114115,0.323505
-36.875,-58.625,0.113127,0.161375,0.187998,0.0670078,0.124877,0.0259985,0.0129744,0.311931,0.207193,0.148381,0.108662,0.313762
-36.875,-58.375,0.0956473,0.157421,0.184895,0.0665702,0.136269,0.0375235,0.0121754,0.313512,0.196495,0.158311,0.0915308,0.358945
