LAT,LON,JAN,FEV,MR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
-27.125,-76.375,0,0.000535714,0.00282258,0.000708333,0.0170968,0.0467917,0.014879,0,0.008625,8.06E-05,0.00479167,0.00016129
-27.125,-76.125,8.06E-05,8.93E-05,0,0.00195833,0.028629,0.03425,0.00237903,0,0.00775,8.06E-05,4.17E-05,0
-27.125,-75.875,8.06E-05,0.0003125,0,0.00120833,0.0214516,0.00829167,0.00834677,0.000120968,0.00354167,0.000403226,0.000583333,0
-27.125,-75.625,0,0,0.00133065,0.00125,0.0337903,0.00604167,0.0071371,0.000766129,0.00554167,0,0.00441667,0
-27.125,-75.375,0,0,0.00455645,0.00183333,0.044879,0.00275,0.00318548,0.000241935,0.00395833,8.06E-05,0,0.000120968
-27.125,-75.125,0,0,0.00221774,8.33E-05,0.0153629,0.004125,0.00483871,0,0.00870833,0.000645161,0,8.06E-05
-27.125,-74.875,0,8.93E-05,4.03E-05,0,0.0145161,0.00366667,0.00342742,0,0.0103333,0.000241935,0.003125,0
-27.125,-74.625,0,0,0.00129032,0,0.0387903,0.00466667,0.0046371,0,0.0124167,8.06E-05,0,0
-27.125,-74.375,4.03E-05,0,0.00181452,0.000791667,0.019879,0.00354167,0.00298387,0,0.00308333,0,0,0
-27.125,-74.125,0.000201613,0,0.00205645,0,0.0108468,0.003375,0.00342742,0,0.007,0,0,0
-27.125,-73.875,0,0,0.00229839,0,0.0157661,0.003875,0.000524194,0,0.0104583,0,0,8.06E-05
-27.125,-73.625,0.00104839,0,0.00133065,0,0.0212097,0.00216667,4.03E-05,0.000201613,0.002,0,0,0.000120968
-27.125,-73.375,0.000120968,0.000133929,4.03E-05,0,0.0195565,0.00941667,0.00120968,0,0.000125,0,0.000166667,0.000120968
-27.125,-73.125,0.000362903,0.00205357,4.03E-05,0,0.0425,0.0107083,0.00491935,0.000201613,0.000208333,4.03E-05,8.33E-05,0
-27.125,-72.875,0.00149194,0.00169643,0.00145161,0,0.046129,0.0127917,0.000201613,0.00314516,0.000125,4.03E-05,0.00333333,0.000201613
-27.125,-72.625,0.00201613,0.00183036,0.00270161,0,0.0331048,0.00025,0,0.0028629,0.000375,0,0.00825,0.000201613
-27.125,-72.375,0.00104839,0.000133929,0.00391129,0,0.0258064,0.000125,0,0.000645161,0,0,0.0065,0.000685484
-27.125,-72.125,0.00177419,8.93E-05,0,0,0.0281855,0,0.00016129,0.00568548,0.000416667,0,0.00945833,0.000806452
-27.125,-71.875,0.000509156,0,0.000738079,0,0.0209558,0.000773288,0.00116734,0.00417008,0.000460512,0.000163384,0.000425926,5.60E-05
-27.125,-71.625,0.000208463,0,0.000709617,0,0.0232758,0.000772088,0.00116734,0.00334333,0.0011009,0.000163503,0.00048001,2.92E-05
-27.125,-71.375,6.55E-05,0.00732213,0.000666139,0,0.00357025,0.000621868,0.00105883,0.0024155,0.000406277,1.53E-06,0.000442671,2.42E-05
-27.125,-71.125,5.63E-05,0.011598,0.000566434,3.17E-05,0.00285439,0.00149854,0.00103918,0.00238332,0.00118939,0.000033233,0.000739976,2.20E-05
-27.125,-70.875,0.000508268,0.0165486,0.000776313,0,0.00382445,0.000402818,0.000807493,0.00216429,0.000568114,0,0.00050502,1.82E-05
-27.125,-70.625,0,0.0213589,0.00228224,0.00917632,0.0212107,0.00341931,0.00382166,0.00716787,0.00241552,0.000795006,0.00102191,0.000286614
-27.125,-70.375,0,0.0259798,0.00371133,0.000407813,0.00417598,0.000364199,0.00104935,0.0018329,0.000608968,0,0.000417945,1.33E-05
-27.125,-70.125,0,0.0289352,0.00603168,0.00174118,0.00244955,0.00050572,0.00684578,0.00231634,0.000192735,0,0.000393367,9.45E-06
-27.125,-69.875,0,0.0307012,0.00787566,0.00310777,0.011908,0.00277119,0.0166566,0.00697586,0.00122198,1.13E-05,0.000162957,0.000369524
-27.125,-69.625,0,0.0307949,0.00954876,0.00407342,0.0249195,0.0102187,0.0208875,0.00806318,0.00299045,0,0.000156969,0.00105943
-27.125,-69.375,0.0139399,0.0315097,0.0552901,0.0128497,0.0464164,0.00670611,0.0226049,0.0131766,0.00588983,0.00306494,0.00468699,0.0146883
-27.125,-69.125,0.0250084,0.0321552,0.111161,0.0406509,0.0466129,0.00667088,0.0204766,0.0115297,0.00715815,0.00466824,0.00606941,0.0123392
-27.125,-68.875,0.0342767,0.0302374,0.0288225,0.00766427,0.0333009,0.00351373,0.0141729,0.0108112,0.013146,0.00230714,0.00103018,0.0539027
-27.125,-68.625,0.0468958,0.0345835,0.0189635,0.0075997,0.037591,0.0099213,0.0429091,0.00807698,0.00938702,0.000192813,0.00172794,0.130048
-27.125,-68.375,0.0400771,0.0262686,0.0166524,0.0604109,0.0291691,0.0133146,0.0259466,0.00651869,0.00527612,0.000246993,0.00160617,0.045694
-27.125,-68.125,0.0330865,0.021291,0.0115088,0.0383074,0.0186967,0.00767577,0.00374379,0.00381381,0.000429741,0.000910241,0.017552,0.0574737
-27.125,-67.875,0.020862,0.131488,0.0104851,0.0505543,0.00184154,0.0021571,0.00323546,0,0.00623769,0,0.000843368,0.0279263
-27.125,-67.625,0.0156627,0.0633785,0.00185361,0.00898276,0.00115643,0.000115766,0.00164847,2.02E-05,0.0280139,0,0.000578548,0.0145296
-27.125,-67.375,0.0414029,0.0293901,0.0193804,0.00637822,0.00176631,0.00208036,0.00639468,0.00039417,0.029977,0.00192283,0.000919895,0.00308187
-27.125,-67.125,0.0399674,0.0259948,0.0224053,0.00436657,0.00154955,0.000288364,0.00807413,0,0.0148614,0,0.00342019,0.00389344
-27.125,-66.875,0.0568249,0.0684574,0.000418861,0.0149456,0.00806674,0.000105389,0.0163392,0.000836903,0.010609,0.00337421,0.0133604,0.020915
-27.125,-66.625,0.0451723,0.129391,0.00540111,0.0223545,0.00938681,0.000439548,0.012287,4.89E-05,0.010863,0.00459854,0.0136729,0.030973
-27.125,-66.375,0.0788451,0.0958574,0.00681984,0.019684,0.0102144,0.000881358,0.0106671,0,0.0152229,0.00615982,0.0196063,0.029636
-27.125,-66.125,0.135511,0.153915,0.0378125,0.0368253,0.0235496,0.000601444,0.0109823,0.000085398,0.0223531,0.00835869,0.0462174,0.0927747
-27.125,-65.875,0.258869,0.185936,0.150803,0.0806923,0.0400182,0.00697686,0.0152025,0.00240063,0.0312002,0.0276503,0.0877761,0.196448
-27.125,-65.625,0.300904,0.253306,0.0954033,0.0592683,0.0229508,0.00824225,0.0124083,0.00294322,0.0248505,0.032809,0.126871,0.175551
-27.125,-65.375,0.305764,0.385181,0.150617,0.0725494,0.023371,0.00845801,0.0120957,0.00298217,0.0253628,0.0370047,0.146016,0.181391
-27.125,-65.125,0.233511,0.36213,0.163397,0.0730744,0.0218682,0.00767907,0.0110714,0.00246694,0.0241408,0.041195,0.143673,0.213045
-27.125,-64.875,0.198118,0.287097,0.118333,0.0889456,0.0192195,0.00470795,0.008343,0,0.0268383,0.0464885,0.147962,0.146813
-27.125,-64.625,0.197679,0.298487,0.11911,0.10048,0.0214299,0.00414046,0.0075612,0,0.0338465,0.0536136,0.147153,0.14485
-27.125,-64.375,0.237058,0.244376,0.149452,0.0826352,0.0202633,0.00356931,0.00667553,0,0.0339121,0.0556868,0.146374,0.206219
-27.125,-64.125,0.25319,0.232619,0.179492,0.0850745,0.0278246,0.00298155,0.00570175,0,0.0357455,0.054494,0.113507,0.226482
-27.125,-63.875,0.195202,0.256285,0.190529,0.107426,0.0371911,1.63E-05,0.00108452,1.85E-06,0.0598761,0.0432536,0.11854,0.226865
-27.125,-63.625,0.193733,0.43781,0.191709,0.142194,0.0492372,0.000266774,0.00132855,0.00105398,0.0776504,0.035007,0.14824,0.223516
-27.125,-63.375,0.195309,0.374267,0.203652,0.25694,0.0512536,0.000320259,0.000860454,0.00095734,0.0840471,0.0360875,0.111588,0.190906
-27.125,-63.125,0.209274,0.288415,0.16495,0.17936,0.04417,0,0.00112255,0.00100374,0.0957097,0.0622933,0.11521,0.231687
-27.125,-62.875,0.208396,0.240831,0.196457,0.100711,0.0384371,0.00142051,0.00134324,0.00302166,0.129911,0.0393472,0.0719614,0.273057
-27.125,-62.625,0.176715,0.216047,0.27856,0.081246,0.0405868,0.00176567,0.00156846,0.00338219,0.162351,0.0439849,0.079504,0.248638
-27.125,-62.375,0.193434,0.215585,0.218628,0.109599,0.0690993,0.00193673,0.00171966,0.00358991,0.147928,0.0406392,0.0860713,0.252432
-27.125,-62.125,0.245268,0.156479,0.227388,0.113083,0.0600553,0.00172594,0.00179755,0.00349451,0.144944,0.0406412,0.0954673,0.228619
-27.125,-61.875,0.28828,0.209944,0.231324,0.0964578,0.0801429,0.00521904,0.0054334,0.00796021,0.124439,0.0579485,0.0908776,0.139621
-27.125,-61.625,0.216433,0.245106,0.262609,0.112966,0.0900672,0.00513455,0.0056922,0.0101926,0.102259,0.0571268,0.0596004,0.108537
-27.125,-61.375,0.194906,0.199547,0.293726,0.115548,0.110138,0.00472475,0.0144918,0.00915403,0.100547,0.0468165,0.0658384,0.0835491
-27.125,-61.125,0.194007,0.169907,0.350385,0.104271,0.111587,0.0039938,0.00720525,0.0106372,0.132445,0.0540334,0.0714413,0.112232
-27.125,-60.875,0.338649,0.186669,0.340843,0.0869737,0.142094,0,0.0121177,0.0145358,0.120636,0.0624873,0.11381,0.0904796
-27.125,-60.625,0.339634,0.181531,0.406189,0.0824225,0.252981,0,0.0134978,0.015,0.112659,0.0638571,0.0906556,0.106364
-27.125,-60.375,0.400529,0.168039,0.346934,0.0720751,0.283966,0,0.0224992,0.0152228,0.105763,0.0600324,0.074451,0.116219
-27.125,-60.125,0.453948,0.149585,0.348404,0.0934373,0.29399,0.0020019,0.0262758,0.0197907,0.102367,0.0604013,0.0913282,0.13128
-27.125,-59.875,0.33746,0.165761,0.444578,0.0817943,0.354105,0.00908224,0.0537569,0.0469387,0.117352,0.0714103,0.0764916,0.159823
-27.125,-59.625,0.355506,0.162784,0.317474,0.0838628,0.356869,0.0106067,0.0657679,0.043898,0.160061,0.0815227,0.0604124,0.16929
-27.125,-59.375,0.371097,0.175428,0.217014,0.0903339,0.336542,0.0136099,0.0864278,0.07867,0.152424,0.0996568,0.0629898,0.229612
-27.125,-59.125,0.344651,0.167433,0.22272,0.117381,0.323892,0.0157098,0.0958941,0.0717008,0.168701,0.101812,0.0699017,0.283111
-27.125,-58.875,0.306339,0.198959,0.169496,0.128233,0.314942,0.0175644,0.126406,0.0570005,0.161282,0.140095,0.101623,0.347515
-27.125,-58.625,0.261085,0.22817,0.188873,0.110309,0.302467,0.0304946,0.160342,0.060143,0.164161,0.1154,0.106202,0.374413
-27.125,-58.375,0.234791,0.175116,0.167727,0.110544,0.318353,0.0213739,0.16591,0.03834,0.158948,0.142956,0.0835241,0.382081
-27.125,-58.125,0.246535,0.163197,0.198646,0.153989,0.308318,0.0330114,0.17379,0.0376014,0.161702,0.124225,0.0745648,0.416953
-27.125,-57.875,0.224845,0.145425,0.219965,0.132306,0.259459,0.0660229,0.212566,0.0348248,0.203277,0.172565,0.0616561,0.400174
-27.125,-57.625,0.261333,0.132972,0.245845,0.176377,0.257191,0.0606218,0.221573,0.0360953,0.189734,0.15511,0.0539905,0.457891
-27.125,-57.375,0.169249,0.122509,0.318283,0.148841,0.217552,0.0738123,0.221063,0.043367,0.202482,0.166883,0.0511116,0.506137
-27.125,-57.125,0.16852,0.124422,0.307713,0.20373,0.237671,0.077838,0.216039,0.0304352,0.232414,0.202184,0.0556249,0.453587
-27.125,-56.875,0.160619,0.171108,0.29468,0.156571,0.258505,0.107209,0.206078,0.0280084,0.246127,0.204073,0.0608115,0.459941
-27.125,-56.625,0.154499,0.183215,0.29304,0.148519,0.273575,0.149657,0.198616,0.0278174,0.275978,0.1995,0.064995,0.476154
-27.125,-56.375,0.198496,0.194872,0.262931,0.154806,0.24724,0.157056,0.211076,0.0289331,0.285659,0.183175,0.0775834,0.484063
-27.125,-56.125,0.183859,0.185549,0.265389,0.158908,0.237087,0.161826,0.222648,0.0323889,0.310227,0.200028,0.0948883,0.493738
-27.125,-55.875,0.236239,0.185093,0.302573,0.181627,0.244779,0.18755,0.232528,0.0385847,0.316096,0.196848,0.0916501,0.455975
-27.125,-55.625,0.225265,0.190483,0.334512,0.228666,0.258108,0.165347,0.244146,0.0376249,0.34403,0.236585,0.101209,0.430435
-27.125,-55.375,0.252036,0.196591,0.364605,0.250377,0.28828,0.169762,0.259173,0.0516097,0.37356,0.22526,0.108298,0.467798
-27.125,-55.125,0.252176,0.204474,0.427493,0.298049,0.284616,0.164488,0.264356,0.0360464,0.3757,0.243758,0.107519,0.469692
-27.125,-54.875,0.260891,0.208169,0.337951,0.327571,0.312375,0.142779,0.237846,0.0134746,0.335992,0.252467,0.102374,0.415058
-27.125,-54.625,0.267183,0.221515,0.327814,0.315849,0.285424,0.118987,0.262121,0.0202814,0.338987,0.257974,0.110959,0.401262
-27.125,-54.375,0.258214,0.228121,0.315094,0.34638,0.264277,0.109375,0.250956,0.0166323,0.351411,0.250998,0.109437,0.385851
-27.125,-54.125,0.285078,0.22108,0.300448,0.392036,0.257866,0.109981,0.24983,0.0300678,0.321909,0.271482,0.106781,0.382814
-27.125,-53.875,0.283945,0.2011,0.325938,0.424887,0.302123,0.124122,0.242274,0.0791203,0.322499,0.340487,0.136169,0.398037
-27.125,-53.625,0.294422,0.207688,0.323452,0.486389,0.29266,0.135294,0.251365,0.064841,0.325931,0.31099,0.127372,0.454975
-27.125,-53.375,0.341116,0.191173,0.278301,0.453518,0.264531,0.107344,0.229329,0.0598746,0.356998,0.258568,0.104646,0.478122
-27.125,-53.125,0.258943,0.187859,0.254275,0.445187,0.293642,0.0924876,0.199415,0.0523109,0.321923,0.258884,0.09359,0.458996
-27.125,-52.875,0.251433,0.187116,0.264225,0.421631,0.325456,0.100376,0.252396,0.0580914,0.276841,0.290265,0.095156,0.397718
-27.125,-52.625,0.276089,0.213563,0.238377,0.419881,0.313355,0.106091,0.214611,0.0634015,0.257484,0.288936,0.0972464,0.414907
-27.125,-52.375,0.292015,0.258189,0.225709,0.426129,0.30816,0.0985748,0.204459,0.0707616,0.222607,0.287724,0.125403,0.424147
-27.125,-52.125,0.328943,0.278655,0.236775,0.398484,0.309847,0.0947048,0.202857,0.0793049,0.219803,0.266557,0.138271,0.461686
-27.125,-51.875,0.43572,0.313694,0.362192,0.460909,0.369681,0.0912652,0.203672,0.0957606,0.202051,0.249906,0.155045,0.579498
-27.125,-51.625,0.417346,0.382163,0.451025,0.500677,0.347137,0.102912,0.199552,0.0996276,0.196561,0.245465,0.161253,0.561056
-27.125,-51.375,0.391654,0.356209,0.435443,0.469948,0.334698,0.116573,0.193065,0.0991762,0.191126,0.243266,0.149193,0.526325
-27.125,-51.125,0.406872,0.29072,0.315839,0.505427,0.328268,0.106452,0.181701,0.0847494,0.190353,0.259467,0.141148,0.440949
-27.125,-50.875,0.337391,0.25602,0.3506,0.549407,0.287502,0.103595,0.193177,0.0914313,0.149978,0.292808,0.14342,0.397461
-27.125,-50.625,0.298908,0.305126,0.238069,0.52114,0.293167,0.111867,0.195821,0.0796021,0.13009,0.267786,0.20859,0.393774
-27.125,-50.375,0.334283,0.275017,0.266579,0.478965,0.326757,0.137651,0.211553,0.0760505,0.156357,0.265027,0.211515,0.364578
-27.125,-50.125,0.358918,0.304735,0.332477,0.457475,0.354406,0.127191,0.192795,0.0931226,0.223212,0.219755,0.192365,0.301471
-27.125,-49.875,0.444126,0.320818,0.383192,0.416196,0.389034,0.142662,0.191086,0.110279,0.18659,0.202015,0.164079,0.269211
-27.125,-49.625,0.4411,0.268083,0.342308,0.413219,0.379436,0.15076,0.181073,0.113245,0.160636,0.199242,0.172388,0.249835
-27.125,-49.375,0.420179,0.296573,0.336847,0.372401,0.392364,0.131242,0.168167,0.0891554,0.156734,0.198297,0.177461,0.310508
-27.125,-49.125,0.445948,0.261483,0.348815,0.337734,0.367892,0.123521,0.157132,0.0877942,0.172493,0.181541,0.191161,0.292611
-27.125,-48.875,0.338621,0.362123,0.320097,0.35128,0.352129,0.0957489,0.125469,0.0684528,0.136653,0.135586,0.165979,0.224702
-27.125,-48.625,0.327961,0.396975,0.291432,0.34243,0.355989,0.132589,0.135271,0.071986,0.137304,0.171456,0.150185,0.202498
-27.125,-48.375,0.362398,0.439584,0.35738,0.399249,0.465329,0.25047,0.23659,0.0640473,0.157135,0.170439,0.193566,0.235356
-27.125,-48.125,0.314161,0.254714,0.380163,0.36017,0.347396,0.188967,0.175295,0.0976689,0.169853,0.165864,0.207874,0.20154
-27.125,-47.875,0.325202,0.237009,0.332944,0.448917,0.330847,0.175667,0.137056,0.133669,0.161083,0.157137,0.139417,0.162177
-27.125,-47.625,0.375766,0.250536,0.450605,0.402542,0.295,0.157083,0.189597,0.182661,0.087375,0.156653,0.199333,0.135968
-27.125,-47.375,0.435,0.179196,0.442742,0.395125,0.322823,0.1745,0.258024,0.165,0.0925,0.162984,0.232417,0.154113
-27.125,-47.125,0.454234,0.120937,0.466734,0.372333,0.270323,0.217625,0.205484,0.166411,0.129167,0.170323,0.151667,0.199234
-27.125,-46.875,0.449637,0.133973,0.350605,0.297167,0.216653,0.128667,0.318952,0.16871,0.0869167,0.161573,0.191917,0.214637
-27.125,-46.625,0.42125,0.209911,0.332016,0.238458,0.128871,0.169708,0.227823,0.16879,0.0979167,0.130081,0.209042,0.175806
-27.125,-46.375,0.46121,0.141295,0.387379,0.263458,0.139355,0.128,0.232339,0.171976,0.0972917,0.127702,0.220458,0.152863
-27.125,-46.125,0.508347,0.0994197,0.409355,0.244125,0.139274,0.0912083,0.258024,0.169315,0.109208,0.122581,0.172292,0.169798
-27.125,-45.875,0.466653,0.122098,0.341532,0.381708,0.162137,0.137167,0.111573,0.152339,0.18475,0.115565,0.163958,0.138508
-27.125,-45.625,0.41254,0.263304,0.29504,0.482208,0.169395,0.2035,0.120363,0.150565,0.196792,0.0884274,0.183083,0.130806
-27.125,-45.375,0.300121,0.301964,0.257137,0.399542,0.30996,0.128208,0.0941935,0.159032,0.158917,0.0849597,0.213958,0.123468
-27.125,-45.125,0.38504,0.168705,0.22879,0.442083,0.423992,0.112,0.0591129,0.170685,0.176083,0.0835484,0.280167,0.160202
-27.125,-44.875,0.499355,0.0602679,0.290161,0.517375,0.310968,0.1085,0.0646774,0.146976,0.28625,0.0775,0.2575,0.211331
-27.125,-44.625,0.492701,0.0527679,0.306694,0.375625,0.254919,0.106833,0.0682661,0.15246,0.18,0.0732661,0.202792,0.21125
-27.125,-44.375,0.405968,0.0523214,0.328468,0.466833,0.369879,0.103542,0.0832661,0.141371,0.2245,0.0744355,0.167083,0.151694
-27.125,-44.125,0.436774,0.0632143,0.306532,0.439417,0.425565,0.159208,0.0817742,0.144274,0.227417,0.085242,0.204292,0.185524
-27.125,-43.875,0.539919,0.0183929,0.370887,0.418292,0.383992,0.0867917,0.104274,0.138831,0.16825,0.0977016,0.135708,0.228589
-27.125,-43.625,0.572298,0.0179464,0.41125,0.347208,0.315887,0.0647917,0.103669,0.175242,0.172625,0.0825806,0.118667,0.221371
-27.125,-43.375,0.649798,0.0205804,0.479194,0.348792,0.374798,0.0707917,0.105242,0.176371,0.1625,0.0881049,0.11275,0.21625
-27.125,-43.125,0.600726,0.0200446,0.640806,0.332083,0.355242,0.06975,0.0931452,0.177661,0.15525,0.101532,0.101125,0.207056
-27.125,-42.875,0.355403,0.00602679,0.730524,0.293458,0.292863,0.0584583,0.062621,0.173669,0.215333,0.14,0.05325,0.216613
-27.125,-42.625,0.250565,0.00821429,0.682218,0.478958,0.337016,0.064875,0.0523387,0.173589,0.213542,0.142984,0.045875,0.231452
-27.125,-42.375,0.23375,0.0271875,0.585282,0.445625,0.290242,0.0725,0.0692742,0.17746,0.162792,0.152056,0.03375,0.236008
-27.125,-42.125,0.216089,0.107366,0.905363,0.56975,0.316089,0.075375,0.0545161,0.180927,0.201458,0.181532,0.0377917,0.175927
-27.125,-41.875,0.241936,0.214821,1.40431,0.545333,0.253508,0.083625,0.0529032,0.184274,0.194458,0.137419,0.0582917,0.197823
-27.125,-41.625,0.163831,0.114955,1.3196,0.428208,0.248306,0.0639167,0.0862903,0.197581,0.202667,0.116532,0.101625,0.259436
-27.125,-41.375,0.155887,0.0771875,0.958266,0.374375,0.326371,0.0542917,0.18504,0.194556,0.194208,0.128629,0.142917,0.320806
-27.125,-41.125,0.166653,0.0775893,0.725282,0.392375,0.287702,0.0419583,0.20379,0.160968,0.228542,0.101694,0.191458,0.332379
-27.125,-40.875,0.179758,0.101518,0.627944,0.373125,0.385726,0.0637917,0.137661,0.175524,0.197375,0.103065,0.255375,0.427581
-27.125,-40.625,0.190887,0.138304,0.730403,0.316458,0.465484,0.07175,0.156774,0.174798,0.0910833,0.104637,0.2415,0.423105
-27.125,-40.375,0.226129,0.182143,0.692701,0.396333,0.486976,0.0832917,0.118468,0.171371,0.0717917,0.105645,0.263042,0.384355
-27.125,-40.125,0.220927,0.210982,0.461492,0.29175,0.470847,0.0789167,0.101855,0.194234,0.0807917,0.10879,0.263833,0.276411
-27.125,-39.875,0.237742,0.208304,0.191411,0.346708,0.436653,0.0922917,0.124879,0.233306,0.0850833,0.126774,0.316333,0.364879
-27.125,-39.625,0.300645,0.161964,0.246653,0.247167,0.432944,0.0896667,0.182863,0.235161,0.072375,0.11379,0.390458,0.453669
-27.125,-39.375,0.229597,0.192902,0.303306,0.319167,0.477863,0.108333,0.183145,0.297863,0.105292,0.137097,0.32975,0.521089
-27.125,-39.125,0.126371,0.137188,0.29879,0.306292,0.459839,0.106958,0.143669,0.184234,0.101125,0.179516,0.328208,0.419758
-27.125,-38.875,0.181613,0.171964,0.247419,0.314625,0.442782,0.14375,0.117742,0.17871,0.119417,0.173266,0.308958,0.501774
-27.125,-38.625,0.231855,0.154241,0.267823,0.3355,0.415887,0.152625,0.109153,0.190927,0.14875,0.18629,0.350958,0.437903
-27.125,-38.375,0.22129,0.182768,0.359073,0.41725,0.447218,0.138375,0.0887097,0.196371,0.216667,0.171129,0.32175,0.41871
-27.125,-38.125,0.190282,0.155536,0.392298,0.381417,0.423427,0.134375,0.08375,0.197137,0.231958,0.130806,0.359833,0.440121
-27.125,-37.875,0.161613,0.211429,0.313508,0.333792,0.280443,0.154083,0.177621,0.175282,0.207375,0.113669,0.368958,0.387661
-27.125,-37.625,0.279194,0.272455,0.256452,0.334042,0.312863,0.156542,0.118629,0.154839,0.202,0.102056,0.423708,0.393871
-27.125,-37.375,0.249879,0.230268,0.263669,0.438375,0.410847,0.148208,0.0946774,0.177137,0.173875,0.115323,0.41375,0.40625
-27.125,-37.125,0.234315,0.165938,0.246774,0.367375,0.316492,0.141208,0.0633468,0.169516,0.132917,0.123185,0.378375,0.427056
-27.125,-36.875,0.162742,0.155045,0.233548,0.375625,0.280081,0.104583,0.0888306,0.136371,0.159625,0.112944,0.425625,0.404798
-27.125,-36.625,0.100161,0.189375,0.24879,0.319958,0.255645,0.108917,0.07625,0.128427,0.171042,0.143064,0.432542,0.35879
-27.125,-36.375,0.053871,0.179152,0.240847,0.235125,0.358508,0.122125,0.0790726,0.140766,0.203208,0.14004,0.287708,0.393952
-27.125,-36.125,0.0356855,0.171473,0.220645,0.206458,0.401694,0.11825,0.0839516,0.145685,0.184917,0.121734,0.310333,0.425282
-27.125,-35.875,0.0304032,0.156071,0.21754,0.2045,0.157661,0.136792,0.0525403,0.172016,0.173333,0.0756855,0.278917,0.45496
-27.125,-35.625,0.0510484,0.107857,0.150202,0.224292,0.145403,0.130917,0.0222177,0.181573,0.190375,0.0833871,0.326958,0.49246
-27.125,-35.375,0.0540726,0.0756696,0.132258,0.340333,0.216129,0.136958,0.0197177,0.133871,0.234208,0.110081,0.343417,0.525766
-27.125,-35.125,0.0627419,0.0875893,0.170565,0.248042,0.132177,0.157667,0.0265323,0.115927,0.223875,0.128508,0.428833,0.513952
-27.125,-34.875,0.0658064,0.102545,0.13621,0.157542,0.148669,0.201125,0.0230242,0.110121,0.201417,0.127298,0.37625,0.48
-27.125,-34.625,0.0669355,0.0898661,0.144798,0.139833,0.134798,0.201083,0.0183468,0.104032,0.1915,0.134073,0.313625,0.409758
-26.875,-76.875,0.00125,0.00125,0.000201613,0.00216667,0.02125,0.00779167,0.00262097,0,0.00725,0.000241935,0,0.000120968
-26.875,-76.625,0.00149194,0.000267857,0.00415323,0.00404167,0.0141935,0.0201667,0.00274194,0.000564516,0.011,0,0,4.03E-05
-26.875,-76.375,0.00245968,0.000223214,0.00451613,0.00416667,0.0183065,0.034,0.0021371,0.000362903,0.00616667,0,0,0.000120968
-26.875,-76.125,0.00165323,0,0.00350806,0.005125,0.0213306,0.00933333,0.0146371,0.00137097,0.00654167,0.000201613,0,8.06E-05
-26.875,-75.875,4.03E-05,0,0.00322581,0.00358333,0.02875,0.00275,0.00354839,0.00112903,0.00483333,4.03E-05,0,0
-26.875,-75.625,0.000241935,0,0,0.00466667,0.0222177,0.00270833,0.00487903,0.000322581,0.00358333,0.000120968,0,0
-26.875,-75.375,8.06E-05,0,0.00290323,0.0035,0.0243548,0.00266667,0.00298387,0.000322581,0.0177917,0.000806452,0,4.03E-05
-26.875,-75.125,0,0,0.00294355,0.00075,0.0118145,0.003125,0.0016129,0.00145161,0.0225,0.00016129,0.00658333,4.03E-05
-26.875,-74.875,0.000241935,0,0.00157258,0.000833333,0.00979839,0.000541667,0.00133065,0,0.00995833,0.000120968,0,0
-26.875,-74.625,0,0,0.00141129,0.0005,0.0270968,0.000375,0.00330645,0,0.00991667,4.03E-05,0,0
-26.875,-74.375,4.03E-05,0,0.00177419,0.00216667,0.00758064,0.000916667,0.00137097,8.06E-05,0.00308333,0,0,0.00016129
-26.875,-74.125,0.000645161,0,0.000766129,0.000708333,0.00314516,0.00129167,0.0016129,0,0.00470833,0,0,0.000362903
-26.875,-73.875,0.000241935,0,0.000685484,0,0.0338306,0.000833333,0.00112903,0.000766129,0.00975,4.03E-05,0,0.000282258
-26.875,-73.625,0.00016129,0,0.000564516,0.000791667,0.0347581,0.00025,0,0,0.00254167,4.03E-05,0.00208333,8.06E-05
-26.875,-73.375,0.000241935,8.93E-05,0,4.17E-05,0.0382661,0.001625,0.000241935,8.06E-05,0.000125,4.03E-05,0.000791667,0.00016129
-26.875,-73.125,0.0028629,4.46E-05,0,0,0.0645161,0.004625,0.00137097,8.06E-05,0.000125,0,8.33E-05,0.000282258
-26.875,-72.875,0.00330645,0.00120536,0.000120968,0,0.0503629,0.00704167,0,0.00016129,8.33E-05,4.03E-05,0.00516667,0.000282258
-26.875,-72.625,0.00181452,0.000133929,0.00125,0,0.035,0.000375,0.000120968,0.000604839,0,0,0.00408333,0.000120968
-26.875,-72.375,0.00169355,4.46E-05,0.00108871,4.17E-05,0.0214516,0,0.00112903,0.000766129,0,0,0.004875,0.000403226
-26.875,-72.125,0.00274193,4.46E-05,0.000120968,0,0.0178629,0,0.00133065,0.00443548,0.003125,0,0.004,0.000362903
-26.875,-71.875,0.000604839,0.000133929,8.06E-05,0,0.017379,0,0,0.00354839,0.00329167,0.00100806,4.17E-05,8.06E-05
-26.875,-71.625,0.000120968,0.0003125,8.06E-05,0,0.0349194,0,0,0.00350806,0.00470833,0.00129032,0.00170833,0.000201613
-26.875,-71.375,8.06E-05,0.000714286,0.000241935,0.000125,0.0130645,0,0,0.000443548,0.000458333,0.00129032,0.000458333,0.000201613
-26.875,-71.125,8.09E-05,0.0189925,0.000738268,0.00018443,0.00140323,1.06E-05,0,0.000911883,0.000241667,0.000153226,0.00081478,0
